0,1,2
CT,800,4000
CT,2550,12450
CT,2450,12900
CT,4900,22000
CT,6000,27550
CT,4750,23500
CT,2100,11000
CT,4550,21300
CT,3650,19550
CT,5050,22100
CT,6400,34250
CT,2400,15900
TERRORIST,800,4000
TERRORIST,2050,10700
TERRORIST,3550,20100
TERRORIST,3600,18050
TERRORIST,7050,29200
TERRORIST,8950,36200
TERRORIST,4600,20550
TERRORIST,4400,19550
TERRORIST,3800,18900
TERRORIST,4200,13600
TERRORIST,4450,18100
