0,1,2
CT,800,4000
CT,4250,19650
CT,1650,9450
CT,3500,19350
CT,4900,21550
CT,9000,30400
CT,10100,35300
CT,10500,45000
CT,11300,46800
CT,13800,52100
CT,12950,37650
CT,4700,19850
TERRORIST,800,4000
TERRORIST,2050,10650
TERRORIST,5550,23300
TERRORIST,4000,21200
TERRORIST,4200,20200
TERRORIST,4150,18800
TERRORIST,7800,23350
