0,1,2
CT,800,4000.0
CT,2200,11900.0
CT,2700,14000.0
CT,5150,27950.0
CT,4750,21550.0
CT,3850,31050.0
CT,7050,31300.0
CT,7900,37550.0
CT,7350,28450.0
CT,9950,40900.0
CT,12350,55500.0
CT,8300,40350.0
TERRORIST,800,4000.0
TERRORIST,2200,11000.0
TERRORIST,4600,20400.0
TERRORIST,3550,18450.0
TERRORIST,6300,31600.0
TERRORIST,9750,42950.0
TERRORIST,8800,40600.0
TERRORIST,9800,33450.0
TERRORIST,3500,25650.0
TERRORIST,3100,24350.0
