0,1,2
CT,800,4000
CT,3950,20400
CT,4100,19300
CT,7100,33200
CT,7500,30450
CT,6050,30800
CT,4250,36500
CT,6050,46400
CT,7000,48250
CT,4300,32550
CT,3950,23700
CT,5500,32550
TERRORIST,800,4000
TERRORIST,3850,18650
TERRORIST,4000,18350
