0,1,2
CT,800,4000
CT,4850,19750
CT,3750,22000
CT,1600,16750
CT,2100,10750
CT,3900,20850
CT,4150,18950
CT,5300,25050
CT,1550,9800
CT,2450,14450
CT,5000,16500
CT,3950,24750
TERRORIST,800,4000
TERRORIST,2050,10700
TERRORIST,2450,12450
TERRORIST,3650,21500
TERRORIST,3550,17950
TERRORIST,4400,20800
TERRORIST,5800,30700
TERRORIST,5300,28500
