0,1,2
CT,800,4000
CT,3700,19800
CT,3950,20350
CT,3700,21800
CT,2450,13400
CT,3950,21700
CT,3100,16600
CT,4800,27650
CT,3800,21050
CT,3850,19700
CT,4100,17250
CT,3750,21250
TERRORIST,800,4000
TERRORIST,2650,14000
TERRORIST,4250,19700
TERRORIST,4500,21300
TERRORIST,7350,33050
TERRORIST,3600,29700
TERRORIST,3600,15200
TERRORIST,4450,19300
TERRORIST,3600,18200
TERRORIST,5650,32250
TERRORIST,7800,39950
TERRORIST,6250,51350
