0,1,2
CT,800,4000
CT,3650,19600
CT,3600,21200
CT,6300,27250
CT,3850,26800
CT,5350,33000
CT,8450,37300
CT,11750,51150
CT,10500,44500
CT,7250,27300
CT,3850,15250
CT,6250,28050
TERRORIST,800,4000
TERRORIST,4550,18700
TERRORIST,2100,8600
TERRORIST,3350,19600
TERRORIST,4400,21700
TERRORIST,1400,9000
TERRORIST,3650,19350
