0,1,2
CT,800,4000.0
CT,4550,21950.0
CT,4250,18800.0
CT,6450,27300.0
CT,4300,25100.0
CT,6300,29850.0
CT,10100,43750.0
CT,13700,54550.0
CT,7700,45500.0
CT,4800,26550.0
CT,4800,20050.0
CT,4850,30600.0
TERRORIST,800,4000.0
TERRORIST,3550,14600.0
TERRORIST,2400,12900.0
TERRORIST,4800,24500.0
TERRORIST,3500,18800.0
TERRORIST,4900,25000.0
TERRORIST,3850,20950.0
TERRORIST,5850,31450.0
TERRORIST,4450,22850.0
TERRORIST,3450,18750.0
TERRORIST,3450,24350.0
TERRORIST,4000,19000.0
