0,1,2
CT,800,4000
CT,3900,21950
CT,4100,20000
CT,6600,26000
CT,5100,32000
CT,3950,17500
CT,3550,20050
CT,2300,11850
CT,2100,11950
CT,3900,22000
CT,4050,20750
CT,4100,16600
TERRORIST,800,4000
TERRORIST,2650,11000
TERRORIST,4750,25700
TERRORIST,5900,24950
TERRORIST,4800,23300
TERRORIST,1900,21600
TERRORIST,3550,19050
TERRORIST,5500,21450
TERRORIST,5250,23600
