0,1,2
TERRORIST,800,4000.0
TERRORIST,2000,10950.0
TERRORIST,2400,12600.0
TERRORIST,3950,22450.0
TERRORIST,4050,18150.0
TERRORIST,3900,22450.0
TERRORIST,2900,16650.0
TERRORIST,3350,20800.0
TERRORIST,4950,20950.0
TERRORIST,4600,23300.0
TERRORIST,8200,30700.0
TERRORIST,4850,28200.0
CT,800,4000.0
CT,3950,19600.0
CT,3850,21300.0
CT,5950,31900.0
CT,10150,40350.0
CT,11300,44300.0
CT,9500,33200.0
CT,12000,44450.0
CT,6100,40250.0
CT,3900,24300.0
CT,4750,19550.0
CT,4250,18400.0
