0,1,2
CT,800,4000.0
CT,2550,12450.0
CT,3400,14250.0
CT,5000,25800.0
CT,4650,21900.0
CT,6650,23300.0
CT,10450,34150.0
CT,9650,25450.0
CT,3750,18150.0
CT,5650,29700.0
CT,9000,39850.0
CT,11800,45250.0
TERRORIST,800,4000.0
TERRORIST,2350,10850.0
TERRORIST,3800,18600.0
TERRORIST,5150,22500.0
TERRORIST,7200,28850.0
TERRORIST,8050,38650.0
TERRORIST,5450,27300.0
TERRORIST,3350,13800.0
TERRORIST,4550,21600.0
TERRORIST,3350,16000.0
TERRORIST,5350,25200.0
