0,1,2
TERRORIST,800,4000
TERRORIST,2350,10850
TERRORIST,2400,12200
TERRORIST,4600,23150
TERRORIST,3250,18200
TERRORIST,4500,19950
TERRORIST,3800,21050
TERRORIST,5400,20550
TERRORIST,1900,10850
TERRORIST,4300,21950
TERRORIST,4200,19450
TERRORIST,1900,12950
CT,800,4000
CT,3900,21300
CT,2850,13200
CT,3650,19200
CT,3200,18200
CT,3550,20250
CT,4550,28250
CT,7850,43150
CT,8350,46150
CT,4650,36550
CT,5900,37500
