0,1,2
TERRORIST,800,4000
TERRORIST,2050,10650
TERRORIST,2750,18800
TERRORIST,3900,18400
TERRORIST,6900,27600
TERRORIST,3400,27600
TERRORIST,5100,27700
TERRORIST,4100,19100
TERRORIST,2600,11050
TERRORIST,4300,20650
TERRORIST,3000,16050
TERRORIST,5500,29900
CT,800,4000
CT,4550,19800
CT,4750,19400
CT,3950,23500
CT,5050,27050
CT,7250,32950
CT,7650,37550
CT,2200,17400
CT,4600,22650
CT,4550,20350
CT,4700,17950
CT,3600,19050
