0,1,2
CT,800,4000
CT,4850,19600
CT,3650,21250
CT,4850,20550
CT,5750,24650
CT,3950,18500
CT,5300,28500
CT,7950,34750
CT,6600,24300
CT,2150,15600
CT,3050,14500
CT,5000,23650
TERRORIST,800,4000
TERRORIST,4300,18350
TERRORIST,3650,18650
TERRORIST,2850,10550
TERRORIST,5300,19100
TERRORIST,3900,19800
TERRORIST,5550,22650
