0,1,2
CT,800,4000
CT,2200,11900
CT,2950,13550
CT,4550,25050
CT,3800,19050
CT,5650,27150
CT,7300,35000
CT,4050,27550
CT,5550,28350
CT,8150,37250
CT,10650,46850
CT,6000,52700
TERRORIST,800,4000
TERRORIST,5200,19750
TERRORIST,4050,19050
TERRORIST,5500,20650
TERRORIST,6100,19300
TERRORIST,3600,17450
TERRORIST,4200,17100
