0,1,2
TERRORIST,800,4000
TERRORIST,2650,14100
TERRORIST,4350,23400
TERRORIST,3950,19850
TERRORIST,4600,21400
TERRORIST,3250,23550
TERRORIST,6300,35300
TERRORIST,8300,42700
TERRORIST,5400,26950
TERRORIST,4750,21200
TERRORIST,7300,34350
TERRORIST,6350,35800
CT,800,4000
CT,3650,19600
CT,3900,19600
CT,2450,11650
CT,4500,19150
CT,5300,26800
CT,3550,19600
CT,3550,18300
CT,5400,29350
CT,4300,27550
