0,1,2
TERRORIST,800,4000
TERRORIST,3350,18700
TERRORIST,4150,20250
TERRORIST,4600,24350
TERRORIST,4850,21200
TERRORIST,4850,24300
TERRORIST,1950,11050
TERRORIST,2650,13750
TERRORIST,5500,26450
TERRORIST,2600,19350
TERRORIST,2900,13950
TERRORIST,4700,21550
CT,800,4000
CT,2200,11750
CT,2450,13350
CT,5400,26900
CT,3700,19150
CT,4800,19850
CT,4550,24450
CT,3150,19950
CT,4450,19850
CT,2400,12150
CT,3800,20900
