0,1,2
CT,800,4000
CT,4250,19700
CT,3500,19450
CT,2650,10450
CT,2000,10650
CT,5500,27950
CT,4100,26150
CT,5300,30850
CT,6200,35150
CT,6100,28800
CT,5200,24800
CT,1550,15650
TERRORIST,800,4000
TERRORIST,2800,11300
TERRORIST,2700,12850
TERRORIST,5800,28950
TERRORIST,5000,24500
TERRORIST,3750,18750
TERRORIST,7000,29700
TERRORIST,6600,27200
TERRORIST,5300,21350
TERRORIST,3900,16850
TERRORIST,2900,20400
TERRORIST,3650,17800
