0,1,2
CT,800,4000.0
CT,3950,20400.0
CT,4150,19200.0
CT,2400,18350.0
CT,2300,11800.0
CT,4750,21800.0
CT,3450,17000.0
CT,5300,28600.0
CT,4650,28600.0
CT,8150,43400.0
,7050,
,9150,
TERRORIST,800,4000.0
TERRORIST,2050,10500.0
TERRORIST,4450,20000.0
TERRORIST,4150,19300.0
TERRORIST,5900,21850.0
TERRORIST,5850,29900.0
TERRORIST,9000,40850.0
TERRORIST,7750,42900.0
TERRORIST,5350,31000.0
