0,1,2
CT,800,4000
CT,2100,10800
CT,3850,16550
CT,2950,15450
CT,5700,29650
CT,8800,32100
CT,11450,38100
CT,10100,44450
CT,7600,35850
CT,5100,18600
CT,4750,18600
CT,4550,19400
TERRORIST,800,4000
TERRORIST,1900,10100
TERRORIST,4600,20500
TERRORIST,2900,15400
TERRORIST,3400,17900
